timestamp,bid,ask
2024-01-02T00:00:47.173Z,150.25602,150.26078
2024-01-02T00:00:47.961Z,150.25140,150.25586
2024-01-02T00:00:48.892Z,150.24744,150.25150
2024-01-02T00:00:49.743Z,150.25527,150.25950
2024-01-02T00:00:50.629Z,150.25541,150.25873
2024-01-02T00:00:51.794Z,150.27332,150.27740
2024-01-02T00:00:53.172Z,150.27111,150.27510
2024-01-02T00:00:53.896Z,150.26364,150.26816
2024-01-02T00:00:55.036Z,150.27133,150.27602
2024-01-02T00:00:56.375Z,150.26687,150.27019
2024-01-02T00:00:57.562Z,150.27189,150.27553
2024-01-02T00:00:58.565Z,150.28473,150.28842
2024-01-02T00:00:59.592Z,150.28976,150.29401
2024-01-02T00:01:00.685Z,150.29024,150.29443
2024-01-02T00:01:01.363Z,150.28009,150.28446
2024-01-02T00:01:02.501Z,150.27778,150.28222
2024-01-02T00:01:03.447Z,150.27567,150.27994
2024-01-02T00:01:04.076Z,150.26732,150.27202
2024-01-02T00:01:05.488Z,150.26001,150.26448
2024-01-02T00:01:06.507Z,150.24545,150.24965
2024-01-02T00:01:07.731Z,150.24571,150.24899
2024-01-02T00:01:08.728Z,150.25185,150.25602
2024-01-02T00:01:10.054Z,150.25574,150.26019
2024-01-02T00:01:11.245Z,150.25854,150.26215
2024-01-02T00:01:12.295Z,150.25335,150.25656
2024-01-02T00:01:13.734Z,150.25045,150.25426
2024-01-02T00:01:14.879Z,150.25756,150.26163
2024-01-02T00:01:15.651Z,150.25471,150.25891
2024-01-02T00:01:16.618Z,150.25539,150.25874
2024-01-02T00:01:17.678Z,150.27465,150.27794
2024-01-02T00:01:19.135Z,150.27402,150.27868
2024-01-02T00:01:20.459Z,150.26780,150.27149
2024-01-02T00:01:21.802Z,150.25411,150.25781
2024-01-02T00:01:23.248Z,150.24315,150.24694
2024-01-02T00:01:24.275Z,150.23953,150.24346
2024-01-02T00:01:24.865Z,150.24457,150.24870
2024-01-02T00:01:25.703Z,150.24623,150.25100
2024-01-02T00:01:26.458Z,150.24375,150.24743
2024-01-02T00:01:27.190Z,150.23279,150.23606
2024-01-02T00:01:28.437Z,150.22179,150.22590
2024-01-02T00:01:29.533Z,150.22512,150.22886
2024-01-02T00:01:30.809Z,150.22095,150.22476
2024-01-02T00:01:31.616Z,150.23303,150.23717
2024-01-02T00:01:32.439Z,150.23365,150.23839
2024-01-02T00:01:33.222Z,150.23546,150.24010
2024-01-02T00:01:34.715Z,150.23401,150.23881
2024-01-02T00:01:35.933Z,150.23343,150.23689
2024-01-02T00:01:36.515Z,150.23583,150.23917
2024-01-02T00:01:37.102Z,150.23485,150.23873
2024-01-02T00:01:37.865Z,150.24782,150.25233
2024-01-02T00:01:39.276Z,150.25363,150.25818
2024-01-02T00:01:40.226Z,150.26175,150.26521
2024-01-02T00:01:40.895Z,150.26113,150.26474
2024-01-02T00:01:41.561Z,150.25830,150.26233
2024-01-02T00:01:42.878Z,150.26675,150.27031
2024-01-02T00:01:43.761Z,150.26869,150.27223
2024-01-02T00:01:44.280Z,150.28042,150.28508
2024-01-02T00:01:45.733Z,150.27190,150.27660
2024-01-02T00:01:47.074Z,150.25907,150.26382
2024-01-02T00:01:47.678Z,150.25088,150.25511
2024-01-02T00:01:48.898Z,150.24725,150.25143
2024-01-02T00:01:49.669Z,150.25686,150.26038
2024-01-02T00:01:51.046Z,150.26628,150.27067
2024-01-02T00:01:52.304Z,150.26457,150.26927
2024-01-02T00:01:53.347Z,150.26563,150.26963
2024-01-02T00:01:54.326Z,150.25716,150.26160
2024-01-02T00:01:55.455Z,150.24790,150.25250
2024-01-02T00:01:56.308Z,150.24598,150.25005
2024-01-02T00:01:57.058Z,150.24919,150.25259
2024-01-02T00:01:57.740Z,150.25607,150.26012
2024-01-02T00:01:58.260Z,150.26568,150.26991
2024-01-02T00:01:59.433Z,150.26833,150.27266
2024-01-02T00:01:59.994Z,150.25000,150.25347
2024-01-02T00:02:01.179Z,150.23760,150.24109
2024-01-02T00:02:01.760Z,150.21668,150.22067
2024-01-02T00:02:02.451Z,150.21286,150.21648
2024-01-02T00:02:03.161Z,150.22855,150.23272
2024-01-02T00:02:03.978Z,150.23496,150.23872
2024-01-02T00:02:05.157Z,150.23131,150.23529
2024-01-02T00:02:06.077Z,150.23390,150.23739
2024-01-02T00:02:07.152Z,150.23048,150.23480
2024-01-02T00:02:08.513Z,150.24255,150.24587
2024-01-02T00:02:09.033Z,150.24324,150.24793
2024-01-02T00:02:09.929Z,150.25640,150.25989
2024-01-02T00:02:10.569Z,150.25685,150.26093
2024-01-02T00:02:11.206Z,150.26378,150.26794
2024-01-02T00:02:12.481Z,150.27556,150.27901
2024-01-02T00:02:13.378Z,150.25860,150.26239
2024-01-02T00:02:14.082Z,150.25193,150.25549
2024-01-02T00:02:15.296Z,150.25538,150.25980
2024-01-02T00:02:16.174Z,150.25137,150.25587
2024-01-02T00:02:16.767Z,150.25170,150.25620
2024-01-02T00:02:17.792Z,150.23989,150.24404
2024-01-02T00:02:19.070Z,150.24962,150.25417
2024-01-02T00:02:20.052Z,150.23766,150.24224
2024-01-02T00:02:21.059Z,150.24410,150.24773
2024-01-02T00:02:21.668Z,150.24841,150.25192
2024-01-02T00:02:22.215Z,150.24460,150.24904
2024-01-02T00:02:22.967Z,150.22895,150.23281
2024-01-02T00:02:23.865Z,150.23827,150.24295
2024-01-02T00:02:25.334Z,150.25706,150.26078
2024-01-02T00:02:26.341Z,150.25780,150.26202
2024-01-02T00:02:27.717Z,150.25722,150.26137
2024-01-02T00:02:28.456Z,150.24775,150.25243
2024-01-02T00:02:29.330Z,150.23488,150.23896
2024-01-02T00:02:30.142Z,150.22934,150.23320
2024-01-02T00:02:30.851Z,150.23497,150.23850
2024-01-02T00:02:31.927Z,150.23167,150.23580
2024-01-02T00:02:33.110Z,150.23225,150.23628
2024-01-02T00:02:34.337Z,150.24269,150.24738
2024-01-02T00:02:35.226Z,150.25596,150.26000
2024-01-02T00:02:36.530Z,150.26446,150.26787
2024-01-02T00:02:37.284Z,150.27241,150.27702
2024-01-02T00:02:38.619Z,150.26387,150.26850
2024-01-02T00:02:39.833Z,150.26752,150.27076
2024-01-02T00:02:40.950Z,150.27095,150.27564
2024-01-02T00:02:41.675Z,150.27159,150.27544
2024-01-02T00:02:43.023Z,150.27023,150.27349
2024-01-02T00:02:43.707Z,150.27050,150.27478
2024-01-02T00:02:44.901Z,150.26724,150.27057
2024-01-02T00:02:45.607Z,150.25837,150.26237
2024-01-02T00:02:46.919Z,150.26152,150.26580
2024-01-02T00:02:48.112Z,150.25795,150.26242
2024-01-02T00:02:48.618Z,150.26732,150.27101
2024-01-02T00:02:49.426Z,150.27698,150.28174
2024-01-02T00:02:50.772Z,150.27915,150.28368
2024-01-02T00:02:51.471Z,150.27753,150.28108
2024-01-02T00:02:52.107Z,150.27196,150.27573
2024-01-02T00:02:52.948Z,150.27176,150.27565
2024-01-02T00:02:53.886Z,150.26651,150.27079
2024-01-02T00:02:54.453Z,150.26965,150.27387
2024-01-02T00:02:55.825Z,150.27617,150.27946
2024-01-02T00:02:56.548Z,150.28074,150.28437
2024-01-02T00:02:57.413Z,150.27601,150.28072
2024-01-02T00:02:58.336Z,150.28172,150.28627
2024-01-02T00:02:59.650Z,150.28283,150.28607
2024-01-02T00:03:00.930Z,150.28186,150.28662
2024-01-02T00:03:01.824Z,150.28147,150.28508
2024-01-02T00:03:02.366Z,150.27934,150.28381
2024-01-02T00:03:03.210Z,150.27801,150.28121
2024-01-02T00:03:04.348Z,150.28161,150.28485
2024-01-02T00:03:05.284Z,150.27900,150.28242
2024-01-02T00:03:06.363Z,150.28241,150.28692
2024-01-02T00:03:07.016Z,150.26787,150.27177
2024-01-02T00:03:08.212Z,150.26294,150.26760
2024-01-02T00:03:09.091Z,150.26179,150.26503
2024-01-02T00:03:09.958Z,150.26373,150.26702
2024-01-02T00:03:11.215Z,150.26765,150.27202
2024-01-02T00:03:11.836Z,150.26117,150.26582
2024-01-02T00:03:12.827Z,150.26759,150.27107
2024-01-02T00:03:13.342Z,150.27042,150.27433
2024-01-02T00:03:14.800Z,150.26709,150.27109
2024-01-02T00:03:15.349Z,150.25851,150.26253
2024-01-02T00:03:16.007Z,150.26787,150.27221
2024-01-02T00:03:17.328Z,150.26867,150.27231
2024-01-02T00:03:18.225Z,150.27804,150.28188
2024-01-02T00:03:19.320Z,150.27429,150.27835
2024-01-02T00:03:19.951Z,150.27643,150.28037
2024-01-02T00:03:20.684Z,150.27000,150.27476
2024-01-02T00:03:21.289Z,150.27286,150.27642
2024-01-02T00:03:22.415Z,150.27064,150.27413
2024-01-02T00:03:23.260Z,150.26833,150.27226
2024-01-02T00:03:24.077Z,150.27388,150.27806
2024-01-02T00:03:25.555Z,150.27055,150.27459
2024-01-02T00:03:26.936Z,150.26948,150.27380
2024-01-02T00:03:28.421Z,150.26647,150.27025
2024-01-02T00:03:29.004Z,150.27547,150.27880
2024-01-02T00:03:29.533Z,150.27826,150.28270
2024-01-02T00:03:30.158Z,150.27303,150.27670
2024-01-02T00:03:30.974Z,150.29077,150.29541
2024-01-02T00:03:32.150Z,150.29974,150.30361
2024-01-02T00:03:32.783Z,150.29699,150.30104
2024-01-02T00:03:33.670Z,150.29393,150.29779
2024-01-02T00:03:34.477Z,150.30204,150.30683
2024-01-02T00:03:35.005Z,150.30367,150.30721
2024-01-02T00:03:35.869Z,150.30885,150.31240
2024-01-02T00:03:36.691Z,150.29826,150.30241
2024-01-02T00:03:37.910Z,150.29220,150.29639
2024-01-02T00:03:38.414Z,150.29535,150.29928
2024-01-02T00:03:39.256Z,150.29956,150.30334
2024-01-02T00:03:40.453Z,150.29811,150.30198
2024-01-02T00:03:41.266Z,150.28479,150.28896
2024-01-02T00:03:42.098Z,150.28007,150.28454
2024-01-02T00:03:42.760Z,150.27052,150.27486
2024-01-02T00:03:44.064Z,150.27054,150.27414
2024-01-02T00:03:45.276Z,150.26661,150.27071
2024-01-02T00:03:45.974Z,150.26912,150.27360
2024-01-02T00:03:47.056Z,150.27594,150.27935
2024-01-02T00:03:47.716Z,150.27623,150.28043
2024-01-02T00:03:49.003Z,150.28467,150.28824
2024-01-02T00:03:49.938Z,150.28326,150.28690
2024-01-02T00:03:51.250Z,150.27431,150.27895
2024-01-02T00:03:51.938Z,150.26828,150.27190
2024-01-02T00:03:53.370Z,150.27087,150.27449
2024-01-02T00:03:54.849Z,150.26094,150.26491
2024-01-02T00:03:55.798Z,150.25839,150.26285
2024-01-02T00:03:56.971Z,150.25385,150.25730
2024-01-02T00:03:57.590Z,150.26086,150.26413
2024-01-02T00:03:58.642Z,150.26224,150.26572
2024-01-02T00:04:00.004Z,150.26591,150.26940
2024-01-02T00:04:00.687Z,150.27287,150.27749
2024-01-02T00:04:01.563Z,150.27055,150.27389
2024-01-02T00:04:02.468Z,150.26362,150.26839
2024-01-02T00:04:03.951Z,150.26504,150.26898
2024-01-02T00:04:04.717Z,150.24419,150.24855
2024-01-02T00:04:05.229Z,150.24268,150.24633
2024-01-02T00:04:06.411Z,150.24780,150.25258
2024-01-02T00:04:07.814Z,150.23601,150.24000
2024-01-02T00:04:08.373Z,150.23884,150.24230
2024-01-02T00:04:09.183Z,150.24510,150.24959
2024-01-02T00:04:10.495Z,150.24726,150.25086
2024-01-02T00:04:11.414Z,150.25405,150.25800
2024-01-02T00:04:12.220Z,150.26279,150.26668
2024-01-02T00:04:12.880Z,150.24967,150.25390
2024-01-02T00:04:13.400Z,150.26048,150.26422
2024-01-02T00:04:13.905Z,150.25513,150.25864
2024-01-02T00:04:14.722Z,150.24589,150.24988
2024-01-02T00:04:15.345Z,150.24531,150.24950
2024-01-02T00:04:16.010Z,150.25433,150.25813
2024-01-02T00:04:16.991Z,150.25782,150.26148
2024-01-02T00:04:18.369Z,150.24501,150.24888
2024-01-02T00:04:19.355Z,150.25816,150.26232
2024-01-02T00:04:20.552Z,150.24435,150.24884
2024-01-02T00:04:22.020Z,150.23804,150.24249
2024-01-02T00:04:22.678Z,150.24140,150.24531
2024-01-02T00:04:24.142Z,150.25983,150.26452
2024-01-02T00:04:24.916Z,150.26589,150.27050
2024-01-02T00:04:25.983Z,150.25991,150.26456
2024-01-02T00:04:27.435Z,150.27246,150.27587
2024-01-02T00:04:28.551Z,150.27918,150.28398
2024-01-02T00:04:29.846Z,150.26602,150.26986
2024-01-02T00:04:31.306Z,150.25778,150.26119
2024-01-02T00:04:31.836Z,150.24462,150.24908
2024-01-02T00:04:33.199Z,150.25038,150.25419
2024-01-02T00:04:34.103Z,150.24877,150.25300
2024-01-02T00:04:35.370Z,150.24005,150.24326
2024-01-02T00:04:36.490Z,150.24052,150.24522
2024-01-02T00:04:36.996Z,150.25840,150.26186
2024-01-02T00:04:38.471Z,150.24915,150.25380
2024-01-02T00:04:39.850Z,150.24157,150.24515
2024-01-02T00:04:40.365Z,150.22797,150.23260
2024-01-02T00:04:40.943Z,150.23333,150.23743
2024-01-02T00:04:41.918Z,150.22723,150.23186
2024-01-02T00:04:42.514Z,150.24113,150.24497
2024-01-02T00:04:43.231Z,150.25842,150.26247
2024-01-02T00:04:44.448Z,150.26273,150.26611
2024-01-02T00:04:45.527Z,150.24536,150.24996
2024-01-02T00:04:46.724Z,150.24277,150.24657
2024-01-02T00:04:48.120Z,150.23421,150.23772
2024-01-02T00:04:49.174Z,150.23809,150.24170
2024-01-02T00:04:50.393Z,150.23073,150.23433
2024-01-02T00:04:51.148Z,150.22732,150.23125
2024-01-02T00:04:52.079Z,150.22902,150.23260
2024-01-02T00:04:53.182Z,150.22516,150.22914
2024-01-02T00:04:54.249Z,150.21859,150.22190
2024-01-02T00:04:55.595Z,150.22137,150.22540
2024-01-02T00:04:56.961Z,150.21992,150.22357
2024-01-02T00:04:57.468Z,150.22418,150.22802
2024-01-02T00:04:58.492Z,150.21916,150.22293
2024-01-02T00:04:59.351Z,150.22436,150.22818
2024-01-02T00:05:00.448Z,150.21420,150.21787
2024-01-02T00:05:01.814Z,150.23626,150.23975
2024-01-02T00:05:02.784Z,150.22536,150.22948
2024-01-02T00:05:03.715Z,150.22665,150.22986
2024-01-02T00:05:04.790Z,150.21471,150.21932
2024-01-02T00:05:05.644Z,150.21627,150.21949
2024-01-02T00:05:06.245Z,150.21281,150.21696
2024-01-02T00:05:06.965Z,150.20770,150.21127
2024-01-02T00:05:07.559Z,150.20428,150.20786
2024-01-02T00:05:08.363Z,150.22134,150.22570
2024-01-02T00:05:09.530Z,150.21049,150.21482
2024-01-02T00:05:10.538Z,150.21488,150.21887
2024-01-02T00:05:11.810Z,150.21216,150.21644
2024-01-02T00:05:12.577Z,150.21962,150.22318
2024-01-02T00:05:13.443Z,150.22751,150.23220
2024-01-02T00:05:14.438Z,150.23517,150.23995
2024-01-02T00:05:15.260Z,150.24392,150.24734
2024-01-02T00:05:15.900Z,150.23599,150.24045
2024-01-02T00:05:16.919Z,150.24373,150.24835
2024-01-02T00:05:17.948Z,150.23078,150.23413
2024-01-02T00:05:18.539Z,150.22944,150.23307
2024-01-02T00:05:19.431Z,150.22872,150.23288
2024-01-02T00:05:19.974Z,150.23627,150.24069
2024-01-02T00:05:21.318Z,150.23489,150.23966
2024-01-02T00:05:22.347Z,150.24065,150.24444
2024-01-02T00:05:23.341Z,150.25300,150.25663
2024-01-02T00:05:24.159Z,150.24016,150.24362
2024-01-02T00:05:25.197Z,150.25399,150.25802
2024-01-02T00:05:26.008Z,150.26093,150.26467
2024-01-02T00:05:27.183Z,150.26308,150.26647
2024-01-02T00:05:28.598Z,150.26716,150.27042
2024-01-02T00:05:29.976Z,150.27669,150.28026
2024-01-02T00:05:31.458Z,150.27408,150.27754
2024-01-02T00:05:32.761Z,150.27008,150.27449
2024-01-02T00:05:33.581Z,150.27352,150.27708
2024-01-02T00:05:34.168Z,150.26492,150.26864
2024-01-02T00:05:35.417Z,150.26595,150.26968
2024-01-02T00:05:36.806Z,150.27388,150.27792
2024-01-02T00:05:37.630Z,150.27925,150.28281
2024-01-02T00:05:38.134Z,150.27573,150.27904
2024-01-02T00:05:38.905Z,150.27420,150.27778
2024-01-02T00:05:40.361Z,150.26651,150.27109
2024-01-02T00:05:40.878Z,150.27180,150.27543
2024-01-02T00:05:41.398Z,150.27033,150.27455
2024-01-02T00:05:42.596Z,150.25627,150.25986
2024-01-02T00:05:43.786Z,150.24515,150.24964
2024-01-02T00:05:44.998Z,150.23709,150.24131
2024-01-02T00:05:45.735Z,150.23468,150.23938
2024-01-02T00:05:46.759Z,150.23590,150.23942
2024-01-02T00:05:48.250Z,150.23596,150.23992
2024-01-02T00:05:49.284Z,150.23367,150.23738
2024-01-02T00:05:50.502Z,150.22726,150.23088
2024-01-02T00:05:51.925Z,150.22286,150.22607
2024-01-02T00:05:53.102Z,150.22322,150.22685
2024-01-02T00:05:53.715Z,150.22182,150.22627
2024-01-02T00:05:54.793Z,150.23916,150.24251
2024-01-02T00:05:55.523Z,150.24185,150.24516
2024-01-02T00:05:56.711Z,150.24909,150.25303
2024-01-02T00:05:57.267Z,150.25220,150.25615
2024-01-02T00:05:57.929Z,150.24402,150.24820
2024-01-02T00:05:58.841Z,150.24624,150.25092
2024-01-02T00:06:00.226Z,150.23507,150.23864
2024-01-02T00:06:00.899Z,150.23763,150.24162
2024-01-02T00:06:01.772Z,150.22682,150.23147
2024-01-02T00:06:03.255Z,150.23589,150.23914
2024-01-02T00:06:04.753Z,150.24085,150.24551
2024-01-02T00:06:06.176Z,150.24120,150.24575
2024-01-02T00:06:07.006Z,150.24414,150.24796
2024-01-02T00:06:08.165Z,150.24410,150.24780
2024-01-02T00:06:09.049Z,150.25262,150.25741
2024-01-02T00:06:10.481Z,150.24765,150.25174
2024-01-02T00:06:11.035Z,150.25484,150.25868
2024-01-02T00:06:12.200Z,150.23631,150.24046
2024-01-02T00:06:13.575Z,150.23919,150.24289
2024-01-02T00:06:14.795Z,150.23087,150.23466
2024-01-02T00:06:15.991Z,150.22096,150.22460
2024-01-02T00:06:16.599Z,150.20712,150.21185
2024-01-02T00:06:17.749Z,150.20870,150.21203
2024-01-02T00:06:18.602Z,150.20490,150.20846
2024-01-02T00:06:19.161Z,150.19768,150.20239
2024-01-02T00:06:20.299Z,150.20649,150.20973
2024-01-02T00:06:20.820Z,150.20048,150.20391
2024-01-02T00:06:21.703Z,150.20371,150.20693
2024-01-02T00:06:23.163Z,150.19357,150.19728
2024-01-02T00:06:23.731Z,150.20278,150.20635
2024-01-02T00:06:24.714Z,150.19136,150.19464
2024-01-02T00:06:25.565Z,150.18739,150.19077
2024-01-02T00:06:27.052Z,150.18814,150.19196
2024-01-02T00:06:28.445Z,150.19868,150.20320
2024-01-02T00:06:29.482Z,150.19182,150.19560
2024-01-02T00:06:30.429Z,150.19977,150.20330
2024-01-02T00:06:30.963Z,150.19662,150.20130
2024-01-02T00:06:31.549Z,150.19941,150.20390
2024-01-02T00:06:33.003Z,150.20984,150.21315
2024-01-02T00:06:33.884Z,150.21211,150.21587
2024-01-02T00:06:34.848Z,150.22209,150.22589
2024-01-02T00:06:36.082Z,150.23267,150.23719
2024-01-02T00:06:37.119Z,150.23848,150.24234
2024-01-02T00:06:37.698Z,150.23296,150.23769
2024-01-02T00:06:38.830Z,150.21557,150.22027
2024-01-02T00:06:39.826Z,150.20924,150.21286
2024-01-02T00:06:41.271Z,150.21245,150.21640
2024-01-02T00:06:41.991Z,150.20715,150.21166
2024-01-02T00:06:42.701Z,150.20036,150.20469
2024-01-02T00:06:43.540Z,150.20504,150.20977
2024-01-02T00:06:45.023Z,150.18339,150.18670
2024-01-02T00:06:45.851Z,150.16871,150.17301
2024-01-02T00:06:47.276Z,150.16756,150.17137
2024-01-02T00:06:47.986Z,150.17411,150.17803
2024-01-02T00:06:48.739Z,150.17827,150.18154
2024-01-02T00:06:49.946Z,150.15909,150.16329
2024-01-02T00:06:50.868Z,150.15392,150.15754
2024-01-02T00:06:51.961Z,150.15345,150.15673
2024-01-02T00:06:53.114Z,150.15770,150.16130
2024-01-02T00:06:54.268Z,150.15637,150.16000
2024-01-02T00:06:55.059Z,150.15692,150.16021
2024-01-02T00:06:56.107Z,150.15750,150.16099
2024-01-02T00:06:57.538Z,150.15524,150.15985
2024-01-02T00:06:58.328Z,150.14754,150.15150
2024-01-02T00:06:59.791Z,150.16131,150.16577
2024-01-02T00:07:00.753Z,150.17274,150.17609
2024-01-02T00:07:02.179Z,150.17878,150.18323
2024-01-02T00:07:03.664Z,150.17781,150.18156
2024-01-02T00:07:04.795Z,150.16836,150.17303
2024-01-02T00:07:05.436Z,150.16973,150.17297
2024-01-02T00:07:05.979Z,150.18107,150.18550
2024-01-02T00:07:06.733Z,150.18136,150.18485
2024-01-02T00:07:07.712Z,150.17849,150.18206
2024-01-02T00:07:08.853Z,150.16869,150.17330
2024-01-02T00:07:10.232Z,150.17446,150.17794
2024-01-02T00:07:10.942Z,150.15704,150.16104
2024-01-02T00:07:11.543Z,150.16134,150.16469
2024-01-02T00:07:12.048Z,150.15530,150.15900
2024-01-02T00:07:12.858Z,150.16804,150.17213
2024-01-02T00:07:13.623Z,150.16745,150.17164
2024-01-02T00:07:14.321Z,150.16295,150.16652
2024-01-02T00:07:14.905Z,150.15685,150.16048
2024-01-02T00:07:16.024Z,150.15859,150.16202
2024-01-02T00:07:16.676Z,150.15959,150.16379
2024-01-02T00:07:17.548Z,150.15302,150.15716
2024-01-02T00:07:18.557Z,150.15215,150.15682
2024-01-02T00:07:19.618Z,150.17079,150.17411
2024-01-02T00:07:21.038Z,150.16499,150.16842
2024-01-02T00:07:22.457Z,150.15580,150.15968
2024-01-02T00:07:23.280Z,150.15993,150.16450
2024-01-02T00:07:24.019Z,150.15624,150.16094
2024-01-02T00:07:25.306Z,150.15798,150.16177
2024-01-02T00:07:26.397Z,150.15483,150.15944
2024-01-02T00:07:27.012Z,150.17388,150.17782
2024-01-02T00:07:27.801Z,150.17387,150.17814
2024-01-02T00:07:28.878Z,150.17002,150.17353
2024-01-02T00:07:29.959Z,150.17678,150.18144
2024-01-02T00:07:31.156Z,150.17584,150.18059
2024-01-02T00:07:31.811Z,150.18580,150.19016
2024-01-02T00:07:32.450Z,150.18973,150.19299
2024-01-02T00:07:33.486Z,150.17293,150.17751
2024-01-02T00:07:34.214Z,150.18084,150.18476
2024-01-02T00:07:34.993Z,150.18716,150.19057
2024-01-02T00:07:35.831Z,150.19786,150.20110
2024-01-02T00:07:36.801Z,150.20461,150.20849
2024-01-02T00:07:37.421Z,150.19639,150.19965
2024-01-02T00:07:38.441Z,150.19231,150.19567
2024-01-02T00:07:38.952Z,150.18870,150.19288
2024-01-02T00:07:40.139Z,150.19689,150.20043
2024-01-02T00:07:40.714Z,150.19462,150.19913
2024-01-02T00:07:41.851Z,150.18350,150.18701
2024-01-02T00:07:42.721Z,150.19479,150.19856
2024-01-02T00:07:43.883Z,150.20174,150.20542
2024-01-02T00:07:45.152Z,150.19987,150.20320
2024-01-02T00:07:45.764Z,150.20304,150.20751
2024-01-02T00:07:47.023Z,150.19334,150.19761
2024-01-02T00:07:47.665Z,150.18983,150.19407
2024-01-02T00:07:48.438Z,150.19433,150.19754
2024-01-02T00:07:49.567Z,150.20202,150.20544
2024-01-02T00:07:50.384Z,150.20224,150.20573
2024-01-02T00:07:51.309Z,150.19550,150.19901
2024-01-02T00:07:52.568Z,150.18401,150.18835
2024-01-02T00:07:53.760Z,150.18619,150.19089
2024-01-02T00:07:54.520Z,150.18255,150.18581
2024-01-02T00:07:55.613Z,150.19414,150.19775
2024-01-02T00:07:56.525Z,150.19922,150.20358
2024-01-02T00:07:57.363Z,150.19965,150.20335
2024-01-02T00:07:58.301Z,150.19880,150.20343
2024-01-02T00:07:59.328Z,150.19392,150.19846
2024-01-02T00:08:00.408Z,150.20232,150.20710
2024-01-02T00:08:01.447Z,150.21906,150.22240
2024-01-02T00:08:01.949Z,150.21824,150.22287
2024-01-02T00:08:03.422Z,150.21782,150.22247
2024-01-02T00:08:04.907Z,150.22224,150.22698
2024-01-02T00:08:05.948Z,150.22501,150.22840
2024-01-02T00:08:06.560Z,150.21800,150.22121
2024-01-02T00:08:07.653Z,150.21206,150.21653
2024-01-02T00:08:08.591Z,150.21457,150.21892
2024-01-02T00:08:09.745Z,150.20430,150.20784
2024-01-02T00:08:11.025Z,150.21348,150.21815
2024-01-02T00:08:11.636Z,150.21037,150.21456
2024-01-02T00:08:12.647Z,150.20289,150.20627
2024-01-02T00:08:13.634Z,150.20660,150.21032
2024-01-02T00:08:15.048Z,150.19727,150.20139
2024-01-02T00:08:15.915Z,150.18904,150.19232
2024-01-02T00:08:16.485Z,150.18043,150.18448
2024-01-02T00:08:17.961Z,150.17966,150.18318
2024-01-02T00:08:19.367Z,150.16751,150.17137
2024-01-02T00:08:20.104Z,150.17315,150.17750
2024-01-02T00:08:20.675Z,150.16456,150.16931
2024-01-02T00:08:21.555Z,150.15932,150.16299
2024-01-02T00:08:22.275Z,150.16099,150.16480
2024-01-02T00:08:23.589Z,150.15537,150.15868
2024-01-02T00:08:25.035Z,150.15033,150.15356
2024-01-02T00:08:25.658Z,150.13339,150.13719
